jalon,km_boundary,km_cross,delta_km,dist_m,acces,road_type,road_name,way_id,lat_cross,lon_cross
5,12.5,12.894905854781202,0.3949058547812019,273.2858531970863,cross,service,Place de la République,819864082,45.827373027777774,4.956722828703705
5,12.5,12.903056714371505,0.40305671437150536,281.08723814802227,cross,residential,Avenue Joséphine Guillon,819864080,45.827445840819436,4.956710693196761
5,12.5,12.94435949701449,0.4443594970144904,296.6645055265012,cross,residential,Avenue Joséphine Guillon,43758841,45.82750147720165,4.95723
5,12.5,12.948709753707426,0.4487097537074263,300.8176070448362,cross,residential,Rue des Garines,156368737,45.8275406,4.95723
5,12.5,13.152252089379633,0.6522520893796333,486.880549409031,cross,residential,Allée des Garines,53130044,45.828971137849564,4.95858968323169
5,12.5,13.496483321842089,0.9964833218420885,758.5488774441375,cross,residential,Rue de Saint-Martin,156368731,45.82991107957861,4.962811472152646
5,12.5,13.516880044842926,1.0168800448429263,778.8005000260779,cross,residential,Rue Victor Hugo,53130053,45.83003680121035,4.9630010696253
5,12.5,13.714603848828498,1.2146038488284976,943.0613072632069,cross,residential,Impasse Lamartine,309111697,45.83044811331732,4.96535731343038
5,12.5,13.717778106354249,1.217778106354249,944.9448698238051,cross,residential,Rue Victor Hugo,53047838,45.83044153345817,4.965397179635772
6,15.0,13.996972390511829,-1.0030276094881714,830.4584766956932,cross,residential,Rue Victor Hugo,53047838,45.8315312619469,4.968435143362859
6,15.0,14.005149114294836,-0.9948508857051639,823.5045936649283,cross,residential,Rue du Pré Barry,142674872,45.831539994460954,4.968539933531479
6,15.0,14.094710167179814,-0.9052898328201859,740.0666415528019,cross,residential,Rue du Pré Barry,1173988912,45.831869186251005,4.969545952997583
6,15.0,14.102903412322283,-0.8970965876777175,737.4602435617139,cross,residential,Avenue de Saint-Maurice,53047839,45.8318313693552,4.969636713547515
6,15.0,14.134016387804616,-0.8659836121953841,709.3507331979832,cross,service,,822134413,45.831910056247736,4.970020777241405
6,15.0,14.17471063496947,-0.82528936503053,676.8429855701892,cross,residential,Avenue de Saint-Maurice,383995783,45.831947863998266,4.970543211612364
6,15.0,14.195436023101733,-0.8045639768982671,660.6356158737441,cross,service,,1427382206,45.83196711930727,4.970809284973247
6,15.0,14.258724864679118,-0.7412751353208815,611.9328730706483,cross,residential,Chemin de Saint-Martin,370001313,45.832039349664434,4.971617398657731
