jalon,km_boundary,km_cross,delta_km,dist_m,acces,road_type,road_name,way_id,lat_cross,lon_cross
19,47.5,47.80496093552646,0.3049609355264593,300.1669624303638,cross,residential,Rue de la Bonne,142882129,45.968497573570886,5.252778413488657
19,47.5,47.86282182078628,0.3628218207862801,333.4600034970851,cross,secondary,Route de Gévrieux,274895322,45.96883897667179,5.252231326536567
19,47.5,47.9058928818832,0.4058928818831973,373.24480633431006,cross,unclassified,Montée de Trevouges,189288121,45.969187631901214,5.252471297437314
19,47.5,48.16912491072004,0.6691249107200434,626.017498456388,cross,service,,453754855,45.97131979247814,5.253951267720122
19,47.5,48.39093594362053,0.8909359436205335,843.9945100544836,cross,residential,Chemin de l'École,189288111,45.973116445955185,5.255198356604186
19,47.5,48.473969463461664,0.973969463461664,926.0611341430525,cross,secondary,Route de Gévrieux,549678959,45.97378901151778,5.25566519622999
19,47.5,48.478497766219135,0.9784977662191352,930.5416352343223,cross,residential,,189288123,45.97382569044573,5.255690655721156
20,50.0,49.20244195926324,-0.7975580407367602,784.504793857026,cross,secondary,Route de Bublanne,1374550119,45.97961179705858,5.259607262763481
20,50.0,49.254357782586375,-0.745642217413625,739.0178316570897,cross,residential,Clos de l'Église,189289480,45.980070819130646,5.259725670208507
20,50.0,49.26828807891286,-0.7317119210871397,727.063812402275,cross,residential,,189289519,45.980194488413474,5.259754469904507
20,50.0,49.399505849829325,-0.6004941501706753,600.5020369576245,cross,secondary,Route de Bublanne,189288112,45.98118848570375,5.2606082423347065
20,50.0,49.42963306964491,-0.5703669303550924,570.3743454916464,cross,tertiary,Montée du Mas Durand,1276160669,45.98138863061184,5.260871057375558
20,50.0,50.03650796011444,0.03650796011444157,36.50783046624076,cross,secondary,Grande Rue,549678958,45.985418732127094,5.266167762224184
20,50.0,50.15753881439281,0.15753881439280804,157.53773488084713,cross,secondary,Grande Rue,549678956,45.986222467191574,5.267224099737494
20,50.0,50.19109108193005,0.19109108193004687,191.08959762886755,cross,residential,,447629478,45.986445279251136,5.267516938444348
20,50.0,50.24887655516124,0.24887655516123885,248.87422974952608,cross,residential,Impasse des Vignes,274891047,45.986829017855065,5.268021280609513
20,50.0,50.48862279968143,0.48862279968142985,488.6150389086397,cross,secondary,Grande Rue,549678955,45.98842111157733,5.270113746644493
20,50.0,50.51185635542336,0.5118563554233617,511.84718158982855,cross,secondary,Grande Rue,274891046,45.98857599385418,5.270315574952054
20,50.0,50.66158273166111,0.6615827316611131,661.5541460700143,cross,residential,Rue des Mas,136486609,45.98958697693768,5.271595668640519
21,52.5,51.744903952492095,-0.7550960475079052,747.5709659701888,cross,secondary,D 984,274891045,45.99682268063757,5.28097279252827
21,52.5,51.790943224454715,-0.7090567755452852,708.2942213530856,cross,secondary,,189276478,45.99709159113301,5.281303182266009
21,52.5,51.88266957383924,-0.6173304261607626,617.3358955014531,cross,secondary,Grande Rue de la Côtière,503089004,45.997648622615685,5.282170627959837
21,52.5,52.27980888294981,-0.22019111705019156,220.1906842737846,cross,residential,Lotissement du Beau Rivage,189204148,46.000288061455976,5.285634418758845
21,52.5,52.400345617061625,-0.09965438293837536,99.65385964138308,cross,secondary,Grande Rue de la Côtière,189276463,46.00108916406757,5.286685722472632
21,52.5,52.520944168457085,0.0209441684570848,20.94398962546226,cross,residential,Rue des Champagnes,136485823,46.00189067752478,5.2877375653477
21,52.5,52.54407449724507,0.04407449724507018,44.07409312523618,cross,secondary,Grande Rue de la Côtière,503089010,46.00204440465979,5.287939304682478
21,52.5,52.72776959602929,0.22776959602929026,227.76636706097034,cross,service,,503089016,46.003265265872415,5.289541466388446
21,52.5,52.75254981361042,0.25254981361042184,252.54606274759385,cross,residential,Rue de la Rivière,503089011,46.003429958380195,5.289757595811261
21,52.5,52.85162356991549,0.35162356991548904,351.6173979614272,cross,secondary,Grande Rue de la Côtière,503089012,46.00408841528548,5.290621702580951
21,52.5,52.88534449530653,0.3853444953065335,385.03917649512687,cross,secondary,Grande Rue de la Côtière,503089021,46.00429871851849,5.290931796296238
21,52.5,52.89542210176788,0.3954221017678776,392.36664672598323,cross,tertiary,Route du Pont,503089019,46.00430701261681,5.291057836799172
21,52.5,52.9780945325565,0.47809453255649714,451.0177627831645,cross,tertiary,Route du Pont,136485822,46.0042743607918,5.292127184068515
21,52.5,53.17560935558533,0.6756093555853298,568.6740071087518,cross,tertiary,D 12,89698571,46.00369274385754,5.2943664184114265
21,52.5,53.309169354032335,0.8091693540323348,633.2454499216936,cross,tertiary,Route du Pont,813721082,46.00285049858953,5.295599270180541
21,52.5,53.58294408105258,1.082944081052581,871.255646058458,cross,residential,,226666760,46.003701558382645,5.29848
22,55.0,55.0,0.0,261.34459424145786,near,tertiary,D 12,151402981,46.0096583,5.3127865
22,55.0,55.0,0.0,140.47344806258255,near,unclassified,,1164707478,46.0093279,5.3103622
23,57.5,57.5,0.0,0.0,,,,,46.02897281135513,5.313794285948952
24,60.0,60.14888085292461,0.14888085292461284,127.13668249765774,cross,unclassified,,206089236,46.04281319574125,5.332429627191506
24,60.0,60.401608301184346,0.4016083011843463,358.2064863065989,cross,unclassified,Rue des Lacs,206089241,46.04335668532365,5.335582239585565
24,60.0,60.48198108835163,0.4819810883516311,359.4268495262603,cross,service,,711241948,46.04405657789409,5.335470684421183
25,62.5,60.503490469306485,-1.9965095306935154,953.992161074891,cross,service,,711241948,46.04409002993288,5.3357402693959175
24,60.0,60.54893698289448,0.5489369828944817,422.1584610536426,cross,service,,711241946,46.04425303605317,5.336237800379547
24,60.0,60.566531317758624,0.5665313177586242,436.218977969617,cross,primary,Rue Gabriel Vicaire,365019434,46.04437795816039,5.336377713139641
24,60.0,60.639111032698835,0.6391110326988354,455.83573144108544,cross,residential,,1300066374,46.04502777941604,5.336300273302641
25,62.5,60.646715908273194,-1.853284091726806,840.2086736438227,cross,residential,,1300066374,46.04507321155572,5.336369504006839
24,60.0,60.660959549551464,0.660959549551464,467.6534736761602,cross,residential,,1300066373,46.045200578044266,5.336349833506677
24,60.0,60.7508300738401,0.750830073840099,506.4284613486897,cross,residential,Avenue de l'Oiselon,70766494,46.046004199314915,5.336225722113527
24,60.0,60.931295408464,0.9312954084640026,617.3339267794205,cross,primary,Rue Brillat Savarin,25698693,46.04761791841432,5.335976499086592
25,62.5,60.9361230112506,-1.5638769887493993,558.7063305522001,cross,primary,Rue Brillat Savarin,25698693,46.04766052591629,5.335971380530259
24,60.0,60.95436060849265,0.9543606084926495,637.6591256145762,cross,service,,467920017,46.047739443532336,5.336178539272396
25,62.5,61.00179836220583,-1.4982016377941676,502.19301551797474,cross,service,,467920017,46.04816055105917,5.336102479766252
25,62.5,61.01584144655313,-1.4841585534468678,495.7328676201524,cross,service,,467920016,46.048199061624196,5.336275777308865
24,60.0,61.0319099706964,1.0319099706963968,674.3753369265247,cross,service,,467920016,46.04806724759767,5.336350280683586
25,62.5,61.3468878111431,-1.1531121888569018,457.8155874546127,cross,service,,467920011,46.04894098927614,5.339981780697051
25,62.5,61.50987631602262,-0.9901236839773802,453.36886840670616,cross,secondary,Rue Louise de Savoie,266910312,46.04969087921533,5.341382671461973
25,62.5,61.79631858548668,-0.7036814145133192,505.1995771909851,cross,unclassified,Montée des Jouberts,1263320413,46.05071570503019,5.343226187556234
25,62.5,62.598404328343584,0.09840432834358381,98.40432825559377,cross,service,,254912858,46.05348826164581,5.337250042056956
25,62.5,63.415578319802485,0.9155783198024849,847.8462939922757,cross,residential,Avenue Philibert Le Beau,1120770624,46.06000171961719,5.334612906277961
26,65.0,64.61361299201998,-0.38638700798001935,383.66330183450265,cross,residential,Route de la Ville,422021817,46.06807196881753,5.340159308450817
26,65.0,64.75676925721243,-0.24323074278757417,242.9010393504622,cross,residential,Chemin des Petits Tilliets,154042089,46.069349425248426,5.340389896254228
26,65.0,65.02060708884838,0.020607088848379362,20.60706759264728,cross,residential,Route de Saint-André,461187082,46.07157384481536,5.341567142235704
26,65.0,65.16519391055587,0.16519391055587107,165.0880461276795,cross,unclassified,,269509000,46.07276220333637,5.342327822651518
26,65.0,65.20738440924391,0.20738440924391455,207.2752893562967,cross,residential,Route de Saint-André,422021808,46.073108894950145,5.342550060865477
26,65.0,65.45727719837927,0.4572771983792734,445.73918448696264,cross,residential,,269508994,46.074660919500324,5.344840733533967
26,65.0,65.64769620156507,0.6476962015650685,633.6892072441946,cross,unclassified,Route de Pampier,149639052,46.0762014676634,5.345904475052144
26,65.0,66.09779217406617,1.0977921740661714,974.8398368084873,cross,unclassified,Montée de Lachat,422014462,46.07996287641211,5.344179295382602
27,67.5,67.83252721753755,0.332527217537546,317.3819534218653,cross,unclassified,,136484681,46.0825666287099,5.364675850179874
27,67.5,67.93013267497628,0.43013267497627794,412.30359473946334,cross,unclassified,,132012187,46.08211444238814,5.365737846340935
27,67.5,67.99566041222273,0.49566041222273327,477.6633353564573,cross,unclassified,Route de la Croze,422014428,46.081920436857835,5.366540085425692
27,67.5,68.16398951437569,0.663989514375686,645.0000469716173,cross,unclassified,Route de la Croze,136484675,46.08119977052059,5.3684530803265185
27,67.5,68.47282317261599,0.972823172615989,814.1399580558597,cross,secondary,Rue du Revermont,422014439,46.082636289450846,5.371304407012324
27,67.5,68.50821602768089,1.0082160276808878,847.9772514220433,cross,residential,Impasse des Cavets,762868716,46.08269066139801,5.371756552678222
27,67.5,68.54755639141148,1.0475563914114758,885.6726385303725,cross,residential,Rue de la Ville,1120770321,46.08275243677983,5.372258572243329
27,67.5,68.58071952853292,1.0807195285329243,914.9790883721382,cross,residential,Chemin du Lavoir,154016221,46.08286553605025,5.3726564393196465
27,67.5,68.61893105972236,1.1189310597223567,949.0614899158152,cross,residential,Rue de la Ville,232441121,46.08299585231929,5.373114873337523
28,70.0,69.06024069814531,-0.9397593018546928,930.8385919816322,cross,residential,Rue Nicolas Aubry,232441988,46.08323007991897,5.378030482843786
28,70.0,69.23189789427951,-0.7681021057204873,759.7462524101376,cross,residential,Impasse de la Rivière,1193573392,46.08350342408371,5.380213876620628
28,70.0,69.26864335362602,-0.7313566463739818,723.1712088931889,cross,residential,Rue de Montignieux,232444435,46.08352507651521,5.380689288703468
28,70.0,69.35120957634985,-0.6487904236501549,641.0589954185878,cross,residential,,153976529,46.08357372904298,5.381757528987177
28,70.0,69.41295193648888,-0.5870480635111193,579.7403901448045,cross,residential,Chemin des Carrières,153976559,46.08361011101363,5.382556350516563
28,70.0,69.53980085955943,-0.4601991404405652,454.12232961875736,cross,residential,Rue de la Colombière,136484678,46.083684857326936,5.384197519569703
28,70.0,70.75481165131833,0.7548116513183345,698.7596702434664,cross,service,,370888136,46.08527355435151,5.398945913308502
28,70.0,70.84739125822965,0.8473912582296492,788.0086193322636,cross,service,,370888137,46.08548566059215,5.400074943811494
29,72.5,71.39400868389872,-1.1059913161012815,948.6446417049384,cross,unclassified,,1120770626,46.09004163636141,5.40240597748811
29,72.5,71.6749350850588,-0.8250649149411942,778.3301945604488,cross,unclassified,,269535262,46.09171,5.401126016009277
29,72.5,72.98994636492105,0.48994636492105315,477.55580399193576,cross,tertiary,D 81,119771658,46.10262214506046,5.405231235313118
29,72.5,73.00368353959186,0.5036835395918615,490.4401917451228,cross,unclassified,Descente d'Allement,119773314,46.10271784485701,5.405343914105837
30,75.0,74.01352367735511,-0.98647632264489,906.4827779960921,cross,unclassified,Descente d'Allement,119773314,46.108072945244956,5.414937740634006
30,75.0,74.02616511636882,-0.9738348836311843,901.2430151867693,cross,unclassified,,370606972,46.10808069725374,5.415100976155237
30,75.0,74.35519328671697,-0.6448067132830317,631.9941347775122,cross,residential,Rue du Pressoir,188723641,46.11007422970298,5.417833655445529
30,75.0,74.52020371344447,-0.4797962865555263,473.1304404239793,cross,residential,,188723648,46.11147637402769,5.418238446011866
30,75.0,74.99725084016205,-0.0027491598379469906,2.7491603791359314,cross,residential,Rue du Pressoir,188723653,46.115660334130354,5.419159864259544
30,75.0,75.01576302034314,0.015763020343143808,15.763021764987048,cross,unclassified,,422021814,46.11582058494633,5.419094762365554
30,75.0,75.78464959038705,0.7846495903870476,780.4790261760153,cross,unclassified,,422021810,46.122643515969905,5.420467352621098
30,75.0,75.83645876665325,0.8364587666532515,831.4886876854301,cross,unclassified,Route du Port,257575128,46.12308992361813,5.420643282412084
31,77.5,76.68261673422809,-0.8173832657719089,691.5449338010595,cross,service,,232353348,46.127702421590314,5.428322324198704
31,77.5,76.99995624541361,-0.5000437545863861,465.8290152711606,cross,service,,417382971,46.13007663687466,5.430494839005576
31,77.5,77.10244876471853,-0.39755123528146896,384.8821986237346,cross,service,,442080339,46.13095613141892,5.430668774448792
31,77.5,77.28014227148533,-0.21985772851466834,218.92779432686208,cross,unclassified,Route du Port,257575128,46.13219132317648,5.429448959902935
31,77.5,77.5505296805595,0.05052968055950657,50.36555272370818,cross,unclassified,Route du Port,422021819,46.13435458295078,5.42790594918034
32,80.0,79.46052616428797,-0.5394738357120303,508.7909149958674,cross,unclassified,Route du Port,422021819,46.147537595787234,5.423813382039833
32,80.0,79.49954054110798,-0.5004594588920241,471.12257861679973,cross,unclassified,Route du Port,422021803,46.147831608390106,5.42353758741484
32,80.0,79.78834607182047,-0.21165392817952977,187.5024993821646,cross,unclassified,Route du Port,128641743,46.149353222755266,5.420533691935174
32,80.0,79.95075924843395,-0.049240751566046015,48.344334377050195,cross,tertiary,Route de Neuville,813286184,46.1505208342639,5.419557139666617
32,80.0,80.01499219122903,0.01499219122902673,14.844909308819169,cross,residential,Rue Joseph Marie Convert,132570775,46.1507132214634,5.4187956845853895
32,80.0,80.06838075510888,0.0683807551088762,65.1406962459116,cross,residential,Rue des Battages,132570785,46.15110113075862,5.41844
32,80.0,80.1528780232724,0.1528780232723932,139.78037561836786,cross,residential,Chemin de Corday,264790957,46.15181289914601,5.418319234187846
32,80.0,80.1638421673024,0.16384216730240553,150.5894046879207,cross,tertiary,Route de Neuville,422021832,46.151909891527666,5.418293613558729
32,80.0,80.22005235413656,0.22005235413655555,204.11653365959776,cross,unclassified,,257575135,46.15240020275305,5.418226442123781
32,80.0,80.44758318791351,0.4475831879135086,418.63095987421826,cross,residential,Chemin des Epinettes,132570787,46.15439602305902,5.418720737651194
32,80.0,80.59569471466531,0.5956947146653135,563.4086075703872,cross,tertiary,Route de Neuville,563247641,46.155679612241926,5.418273331196781
32,80.0,80.75774805915619,0.7577480591561851,723.569503903485,cross,tertiary,Route de Neuville,563247640,46.15708671874996,5.4177318312500296
32,80.0,80.7848143089867,0.7848143089866966,749.3911440551827,cross,residential,,399991840,46.15730692607004,5.417582090272374
32,80.0,80.9874209268107,0.9874209268106995,938.0689514495353,cross,residential,,375219214,46.158967616306676,5.417052163069399
33,82.5,82.5,0.0,0.0,,,,,46.167528669421436,5.412981612193939
34,85.0,85.0,0.0,0.0,,,,,46.18782953383673,5.424876822054424
35,87.5,86.52120798992478,-0.9787920100752245,958.1915252807744,cross,residential,Chemin du Lavoir,123267722,46.20039900088247,5.431374809748451
35,87.5,86.55359368466063,-0.9464063153393738,926.9052472477651,cross,tertiary,Route de Simandre,1120770586,46.200671927369164,5.431480725148792
35,87.5,86.55400838642444,-0.9459916135755577,926.4927348718606,cross,residential,Route de Racouze,1120787397,46.20067553651178,5.4314820830440365
35,87.5,86.6526166778473,-0.8473833221526945,828.467208433936,cross,residential,Rue de l'Église,311639319,46.20153372284823,5.431804965032007
35,87.5,87.0443524268672,-0.4556475731327936,448.93529082324494,cross,residential,Route de Racouze,311640366,46.204605681356426,5.43405782627165
35,87.5,87.09681715666048,-0.4031828433395219,397.61920824137013,cross,residential,Impasse des Chaplannes,422035572,46.20503082832595,5.434335946713799
35,87.5,87.39639422076745,-0.10360577923255221,100.8553746801638,cross,residential,Impasse des Chaplannes,311642461,46.20757662452698,5.435588301403338
36,90.0,89.14099041993634,-0.8590095800636561,854.704511574804,cross,unclassified,Chemin de Corveissiat,123265710,46.21991071714797,5.445812272177684
37,92.5,91.74973541492342,-0.7502645850765788,715.8930383464312,cross,unclassified,,422035565,46.2348308639787,5.469390442035614
37,92.5,92.12815947388941,-0.3718405261105886,354.95336444186796,cross,unclassified,,344256975,46.237800403973665,5.4715407358091745
37,92.5,92.22720802960713,-0.2727919703928734,257.0842511265576,cross,secondary,Route de Bourg,272506837,46.23835420487073,5.472549444585976
37,92.5,92.28499877349485,-0.21500122650515152,206.52697975784392,cross,secondary,Route de Bourg,1277949081,46.23855904922657,5.473239512876913
37,92.5,92.35643485999888,-0.1435651400011153,140.4801020710929,cross,residential,Rue du Chanoz,237893651,46.23896959275917,5.473919529127789
37,92.5,92.6323548596155,0.13235485961550353,132.26877999307663,cross,residential,Rue du Chanoz,344275213,46.240495651784926,5.476368444509866
37,92.5,92.84542042491888,0.3454204249188848,337.8714769958384,cross,residential,Rue Sur La Roche,272506841,46.241030668395915,5.478928886006807
37,92.5,92.84581636773623,0.3458163677362336,338.14164792497303,cross,residential,,119740264,46.241032188148495,5.478931867220045
37,92.5,92.98027194531882,0.4802719453188189,449.35300504400755,cross,residential,,119746509,46.24205697611365,5.479857234488235
37,92.5,93.16383731021538,0.663837310215385,624.5024724019257,cross,residential,Pente à Gachy,119740262,46.24327661300388,5.48144097404219
37,92.5,93.27364849581959,0.773648495819586,722.7752287342392,cross,tertiary,Grande Rue,422035524,46.24379907039674,5.482472290335706
37,92.5,93.36340057035152,0.8634005703515157,776.4066429687302,cross,unclassified,Route de Lavillat,422035533,46.24460262433878,5.4824594287367665
37,92.5,93.41914871045923,0.9191487104592255,812.4532083516999,cross,tertiary,Grande Rue,272506830,46.24510374242423,5.482440935606058
37,92.5,93.62346036698045,1.1234603669804528,969.081184342922,cross,unclassified,Route d'Arnans,425975367,46.246915050346736,5.482594882587442
38,95.0,94.92344563394008,-0.0765543660599235,74.2340468672367,cross,tertiary,D 59b,119740267,46.25776931616158,5.487952571739639
38,95.0,95.06138532865516,0.06138532865516311,61.38532733479965,cross,unclassified,,142812058,46.25883818487937,5.488517520810849
38,95.0,95.06166296409233,0.06166296409233496,61.662956863147286,cross,residential,Rue de l'Ancienne Fontaine,142812062,46.25884000005081,5.488520000372589
38,95.0,95.12315445734693,0.12315445734692787,117.29782853541383,cross,residential,Rue du Four,1050403874,46.25894700702766,5.489304718202819
38,95.0,95.13062017131165,0.13062017131164794,124.42835559414702,cross,residential,Rue du Four,142812059,46.2589599988,5.4893999912
38,95.0,95.28767031061619,0.28767031061619264,232.13436267243986,cross,residential,Route de la Chapelle,142812060,46.258308493516715,5.490983001645407
38,95.0,95.49088176674331,0.4908817667433141,373.3720027463555,cross,unclassified,Route de la Chapelle,272506840,46.25967721523226,5.492482353138142
39,97.5,96.03654178509116,-1.4634582149088402,770.5766927114453,cross,unclassified,Route de la Chapelle,272506840,46.26346986096137,5.496239613781601
38,95.0,96.15023722616485,1.1502372261648475,948.3698565873796,cross,unclassified,,272506850,46.26369478366265,5.497682361835308
39,97.5,96.35323364184524,-1.146766358154764,500.0613762553708,cross,unclassified,,272506850,46.26361655229885,5.500013790804618
39,97.5,97.24579697287616,-0.254203027123836,164.5249096128587,cross,tertiary,D 59,404082818,46.262411048108454,5.504015108827239
39,97.5,97.50642541477144,0.006425414771442206,6.425414125769811,cross,unclassified,Route de Chalea,272506838,46.261817998983595,5.506055982721062
39,97.5,97.87976352202178,0.37976352202177566,201.39073761550242,cross,secondary,Route de Thoirette,25719713,46.26197153251678,5.508582340490955
39,97.5,98.07080514330107,0.5708051433010723,323.22823534749983,cross,secondary,Route de Thoirette,1277949076,46.2636062771121,5.509281971026097
39,97.5,98.16040727312523,0.6604072731252302,402.5115531588106,cross,secondary,Route de Thoirette,288580769,46.26436033894411,5.509692934724542
39,97.5,98.24306920339785,0.7430692033978517,483.1708714776502,cross,service,,589246407,46.26481991232625,5.51051014014052
39,97.5,98.33616177969056,0.8361617796905563,572.9650308590282,cross,secondary,Route de Bourg,586638427,46.265202480203044,5.511586652791883
40,100.0,98.94532049634181,-1.0546795036581926,968.3755394761399,cross,service,,646967931,46.26528318332467,5.5191444774262965
40,100.0,99.20930068612552,-0.7906993138744838,725.4284783374173,cross,service,,646967933,46.26583018264858,5.52241606545001
40,100.0,99.24796548942275,-0.7520345105772464,688.3558051978167,cross,secondary,Route de Bourg,1312183744,46.265959660000014,5.52287992000004
40,100.0,99.29236197609436,-0.7076380239056448,645.6223675088199,cross,secondary,Route de Bourg,1473768813,46.2662716132427,5.523234878176018
40,100.0,99.3403569983247,-0.6596430016753061,599.7499338042821,cross,secondary,Route de Bourg,288580766,46.266617810319566,5.523607779159644
40,100.0,99.70920568469195,-0.2907943153080481,272.80392918178296,cross,secondary,Route de Bourg,1473769086,46.269278384918636,5.526473577143764
40,100.0,99.80697287047086,-0.19302712952914192,192.8606607994485,cross,service,,646967950,46.26973739958134,5.52744628974273
40,100.0,99.91749637568924,-0.08250362431076042,82.50361113223371,cross,secondary,Grande Rue,1312246743,46.26977314271417,5.528882236749298
40,100.0,100.04719587262356,0.047195872623561286,47.19587777343747,cross,service,,646967936,46.26974365273036,5.53056906382347
40,100.0,100.10889717690281,0.10889717690281486,108.8712931939927,cross,secondary,Grande Rue,234954098,46.269726987009804,5.531371090931393
40,100.0,100.14117036505935,0.14117036505935232,140.76023841534695,cross,residential,Impasse Claudius Vuitton,289339988,46.269668247229916,5.531782269390583
40,100.0,100.33921152042186,0.33921152042185554,337.64114272601967,cross,residential,Rue du Tilleul,37090541,46.26926158848318,5.534289645708633
40,100.0,100.46864082891138,0.4686408289113757,466.6765341352147,cross,secondary,,234954099,46.26897005831533,5.535919620950321
40,100.0,100.49509594424761,0.49509594424760905,493.11965922255234,cross,secondary,Route d'Arinthod,1391760845,46.26891837342657,5.536255572727262
40,100.0,100.4988484831011,0.4988484831010993,496.8706029519974,cross,secondary,Route d'Arinthod,1391760846,46.268911042158095,5.536303225972384
40,100.0,100.50212220844656,0.5021222084465649,499.85919465575154,cross,secondary,Route d'Arinthod,1312246744,46.268916604982216,5.536344345907519
40,100.0,100.54008090763783,0.5400809076378295,534.1563835181125,cross,secondary,Route d'Arinthod,1473769087,46.26900809759652,5.536820107501898
40,100.0,100.54072838970777,0.5407283897077662,534.7456994888662,cross,tertiary,Route de Coisia,485559178,46.26900965823555,5.536828222824827
40,100.0,100.97214334324697,0.9721433432469695,902.9053953948645,cross,tertiary,Route de Coisia,234954096,46.27100034241109,5.541562905397707
41,102.5,102.51859855061345,0.018598550613447173,18.598528934922804,cross,tertiary,Route de Coisia,234954096,46.28184445909684,5.553770742793904
41,102.5,103.2239361995183,0.723936199518306,716.1255898393224,cross,tertiary,D 60,558260037,46.28748622347698,5.557756438964192
42,105.0,104.6625356316558,-0.33746436834420024,331.3838707693697,cross,tertiary,D 60,558260037,46.29671410388734,5.56898552404187
42,105.0,104.94769670299253,-0.052303297007469496,52.30331650506553,cross,tertiary,D 60,288580755,46.29776496239752,5.572318275676205
43,107.5,106.07797389425562,-1.4220261057443793,959.9388604467053,cross,tertiary,D 60,288580755,46.29862165540869,5.5838122432990005
43,107.5,106.3350112531561,-1.1649887468439033,834.1588686637949,cross,tertiary,D 60,1473768594,46.29674448679193,5.58572636985447
43,107.5,106.57358140390618,-0.9264185960938249,695.2179110011763,cross,residential,Place du Montain,501489231,46.295578786393,5.588255529406284
43,107.5,106.57965567694576,-0.9203443230542376,696.6386790764215,cross,tertiary,Route du Lac,501489229,46.2955257615516,5.588274538311691
43,107.5,106.8270706800874,-0.6729293199125976,666.4796503045501,cross,tertiary,Route du Lac,1473768595,46.29414069232532,5.5902540262839535
43,107.5,107.42011274029022,-0.07988725970977839,79.88704608050486,cross,tertiary,D 60,37090548,46.297863948387565,5.595675343226324
44,110.0,110.10477199685269,0.10477199685269056,104.77177003467602,cross,tertiary,D 60,37090548,46.320219463994874,5.604729078420509
45,112.5,112.22103580570318,-0.27896419429681885,277.05453433592174,cross,tertiary,D 60,37090548,46.33490388571426,5.621699028571421
45,112.5,112.27390664455568,-0.22609335544431985,224.87646900000968,cross,tertiary,Rue des Lacs,1473768510,46.335330141365226,5.622000167788632
45,112.5,112.42802106060674,-0.0719789393932615,71.97895337503607,cross,residential,Rue du Levant,252098489,46.33640248657711,5.623271801867473
45,112.5,112.53655469604794,0.03655469604794348,35.002068411701934,cross,tertiary,Rue des Lacs,324131726,46.33718942696338,5.624033481452934
45,112.5,112.53903449854329,0.039034498543287555,37.425117566801354,cross,residential,Impasse des Sources,149246100,46.33720012284356,5.624061825535437
45,112.5,112.54940049156859,0.04940049156859061,47.6171798879458,cross,service,,582076220,46.33724483342824,5.624180308584828
45,112.5,112.68976637496952,0.18976637496952264,171.94066408201658,cross,tertiary,Rue des Lacs,652321701,46.338328828767324,5.624790076384739
45,112.5,112.73372625107807,0.23372625107806755,202.64291866988856,cross,tertiary,Rue des Lacs,652321699,46.33869699876832,5.624581703401766
45,112.5,113.00466294896319,0.5046629489631869,438.6668382819926,cross,tertiary,D 60,324131724,46.34084138149778,5.624871381497779
46,115.0,114.08266404783852,-0.9173359521614799,889.7829871687551,cross,tertiary,D 60,324131724,46.349093009730716,5.631126555079557
46,115.0,114.16806514500747,-0.8319348549925252,804.5409464959558,cross,tertiary,D 60,1312246746,46.34980551408845,5.631537250570344
46,115.0,114.45123138785482,-0.5487686121451816,531.4613475157482,cross,secondary,D 60,478114528,46.35193569403509,5.633417793684216
46,115.0,115.0055929162041,0.005592916204093967,5.59291645505072,cross,secondary,D 60,795578524,46.35650694325711,5.635673747643489
46,115.0,115.65145962593762,0.6514596259376191,635.7687106063714,cross,service,,712514645,46.362058852823324,5.637322735469688
47,117.5,116.95843206305659,-0.5415679369434088,531.058773463116,cross,unclassified,,476708744,46.372861815712945,5.640410147219969
47,117.5,117.53524544660911,0.03524544660911033,35.24544700962839,cross,secondary,D 60,795578524,46.37764992227109,5.642895461864172
48,120.0,118.77855627481749,-1.2214437251825103,965.9402414877795,cross,tertiary,Rue de la Chapelle Saint-Oyend,37090551,46.38855726777705,5.644896668963549
48,120.0,118.87741319599189,-1.1225868040081082,867.4398298381209,cross,secondary,D 60,804847674,46.389443487605604,5.644987373028164
48,120.0,119.28217759853572,-0.7178224014642751,533.9171325543392,cross,tertiary,Rue de la Vie de Cernon,1473768784,46.392380534135356,5.647420092092303
48,120.0,119.2823910817531,-0.7176089182468957,533.7089581140507,cross,secondary,D 60,518380020,46.392382440603775,5.647420420793754
48,120.0,119.63732076005178,-0.36267923994822127,279.86827851983674,cross,unclassified,,202275577,46.3947684150852,5.645533698134529
48,120.0,119.73748224152897,-0.2625177584710343,241.24822522266885,cross,unclassified,,202275586,46.39501421964341,5.646184900399641
49,122.5,123.81879512331395,1.3187951233139472,597.8962568012278,cross,secondary,D 3,344213012,46.42167522614224,5.641327079508746
50,125.0,124.9199128214827,-0.08008717851730296,77.32081173389338,cross,secondary,D 3,324283634,46.42554364887173,5.64937391854711
51,127.5,127.5,0.0,0.0,,,,,46.438878856470254,5.659322591820721
52,130.0,129.51788794935925,-0.482112050640751,292.9989820860484,cross,unclassified,Hameau de Chavia,589964493,46.442739489842474,5.6715149315227915
53,132.5,132.63775795735947,0.13775795735946872,102.00926356692193,cross,unclassified,,1063304382,46.46275955102388,5.662405161911245
54,135.0,135.5549240511799,0.5549240511799098,547.7474662477578,cross,tertiary,D 3,1063162022,46.48205997526416,5.665239994907328
55,137.5,137.5,0.0,0.0,,,,,46.49714518084591,5.669885385577949
56,140.0,140.2391980917506,0.2391980917506089,230.5565924392452,cross,tertiary,D 60,37090555,46.519918419533695,5.664269740907163
56,140.0,140.3060995246315,0.3060995246314917,292.2923962125605,cross,tertiary,D 60,1002000568,46.52047054353852,5.664616917846189
