;;Généré par gpx_to_altitude_csv.py depuis parcours.gpx
Distance (m); Altitude (m)
197500;307.0
197600;307.0
197700;310.4
197800;312.5
197900;314.0
198000;321.3
198100;327.9
198200;335.2
198300;344.0
198400;349.0
198500;350.4
198600;352.1
198700;357.6
198800;358.8
198900;357.5
199000;354.7
199100;352.4
199200;356.3
199300;362.2
199400;364.4
199500;367.2
199600;374.4
199700;379.0
199800;381.0
199900;382.9
200000;375.6
200100;368.7
200200;364.3
200300;360.0
200400;349.5
200500;335.8
200600;324.0
200700;317.9
200800;318.3
200900;320.3
201000;322.0
201100;322.0
201200;319.1
201300;312.0
201400;307.3
201500;302.0
201600;303.8
201700;304.8
201800;304.0
201900;303.2
202000;300.0
202100;295.7
202200;297.0
202300;298.4
202400;297.0
202500;293.9
202600;289.1
202700;282.4
202800;277.6
202900;274.7
203000;274.7
203100;279.2
203200;282.5
203300;279.7
203400;277.0
203500;273.5
203600;273.3
203700;275.4
203800;275.2
203900;273.9
204000;272.7
204100;271.5
204200;270.3
204300;269.1
204400;264.7
204500;262.6
204600;265.6
204700;269.3
204800;278.0
204900;284.6
205000;288.1
205100;288.9
205200;288.7
205300;288.0
205400;287.3
205500;288.9
205600;292.0
205700;292.0
205800;292.7
205900;293.4
206000;293.9
206100;290.6
206200;287.4
206300;284.2
206400;280.9
206500;277.5
206600;274.0
206700;270.4
206800;272.3
206900;272.9
207000;272.3
207100;270.6
207200;268.8
207300;268.3
207400;268.7
207500;271.2
207600;275.0
207700;274.7
207800;274.4
207900;274.2
208000;273.2
208100;270.6
208200;268.0
208300;266.1
208400;264.6
208500;263.1
208600;261.7
208700;259.6
208800;257.2
208900;253.6
209000;249.3
209100;244.2
209200;241.8
209300;241.6
209400;239.3
209500;235.0
209600;233.5
209700;232.1
209800;230.6
209900;229.1
210000;229.4
210100;229.8
210200;230.2
210300;230.6
210400;231.0
210500;231.4
210600;231.8
210700;231.9
210800;231.6
210900;231.3
211000;231.0
211100;231.3
211200;231.6
211300;231.9
211400;232.0
211500;234.0
211600;233.7
211700;233.4
211800;233.1
211900;232.4
212000;231.0
212100;231.0
212200;231.1
212300;231.4
212400;231.6
212500;231.8
212600;233.0
212700;234.5
212800;233.9
212900;232.1
213000;231.0
213100;231.9
213200;232.3
213300;232.6
213400;233.0
213500;234.0
213600;232.9
213700;232.0
213800;232.8
213900;234.8
214000;238.2
214100;245.1
214200;252.2
214300;258.9
214400;266.1
214500;270.6
214600;272.5
214700;273.3
214800;273.1
214900;265.8
215000;261.2
215100;255.6
215200;255.4
215300;257.9
215400;260.6
215500;264.7
215600;267.0
215700;263.2
215800;260.4
215900;257.6
216000;259.0
216100;259.0
216200;255.3
216300;250.2
216400;247.7
216500;245.2
216600;243.4
216700;242.3
216800;241.0
216900;238.9
217000;237.5
217100;237.4
217200;238.0
217300;237.6
217400;238.8
217500;239.6
217600;244.0
217700;248.0
217800;249.5
217900;251.4
218000;253.4
218100;255.4
218200;256.6
218300;257.8
218400;258.0
218500;256.7
218600;255.0
218700;253.4
218800;251.6
218900;249.9
219000;248.8
219100;247.3
219200;247.8
219300;248.7
219400;249.7
219500;250.0
219600;252.7
219700;258.1
219800;262.5
219900;265.7
220000;271.7
220100;279.3
220200;285.3
220300;289.5
220400;293.7
220500;299.3
220600;303.8
220700;305.8
220800;309.4
220900;315.7
221000;319.4
221100;323.8
221200;322.6
221300;322.0
221400;319.6
221500;317.0
221600;316.8
221700;314.9
221800;314.0
221900;310.2
222000;311.2
222100;308.3
222200;302.8
222300;297.9
222400;296.3
222500;294.1
222600;292.9
222700;294.0
222800;297.0
222900;297.3
223000;304.3
223100;316.8
223200;332.5
223300;331.2
223400;338.2
223500;350.1
223600;366.2
223700;381.4
223800;393.3
223900;399.0
224000;396.5
224100;407.6
224200;416.6
224300;432.6
224400;436.0
224500;441.1
224600;452.1
224700;459.4
224800;461.7
224900;457.4
225000;453.3
225100;454.6
225200;456.7
225300;459.1
225400;460.9
225500;457.5
225600;442.9
225700;432.0
225800;420.6
225900;405.4
226000;396.8
226100;391.1
226200;384.7
226300;381.4
226400;379.1
226500;379.8
226600;378.1
226700;375.4
226800;371.9
226900;366.0
227000;364.8
227100;353.8
227200;361.8
227300;370.9
227400;378.5
227500;385.0
227600;382.4
227700;380.1
227800;389.1
227900;400.3
228000;409.0
228100;412.0
228200;407.4
228300;406.0
228400;405.0
228500;408.0
228600;410.3
228700;403.7
228800;399.0
228900;392.8
229000;385.7
229100;378.9
229200;372.2
229300;365.5
229400;361.2
229500;357.4
229600;356.5
229700;355.0
229800;355.0
229900;351.9
230000;343.8
230100;337.0
230200;330.8
230300;324.1
230400;324.7
230500;321.8
230600;316.5
230700;312.1
230800;308.6
230900;309.7
231000;313.3
231100;314.6
231200;309.4
231300;301.2
231400;293.0
231500;285.0
231600;279.0
231700;267.9
231800;261.3
231900;248.9
232000;242.3
232100;237.9
232200;235.0
232300;236.9
232400;238.7
232500;241.9
232600;246.4
232700;248.9
232800;251.7
232900;255.8
233000;261.6
233100;266.3
233200;268.6
233300;272.7
233400;278.7
233500;283.0
233600;291.2
233700;298.8
233800;304.0
233900;307.3
234000;316.3
234100;321.9
234200;320.4
234300;318.7
234400;314.8
234500;316.0
234600;312.0
234700;310.0
234800;296.2
234900;288.2
235000;282.5
235100;260.3
235200;250.9
235300;248.0
235400;248.0
235500;245.4
235600;242.7
235700;237.1
235800;239.1
235900;236.7
236000;234.4
236100;231.9
236200;228.9
236300;226.9
236400;226.0
236500;226.8
236600;227.0
236700;227.0
236800;227.9
236900;228.8
237000;227.9
237100;226.5
237200;226.3
237300;226.8
237400;227.7
237500;229.1
237600;231.5
237700;233.9
237800;235.7
237900;237.2
238000;238.6
238100;244.3
238200;249.2
238300;251.4
238400;247.8
238500;239.4
238600;230.6
238700;228.1
238800;228.4
238900;229.9
239000;229.5
239100;229.1
239200;230.0
239300;230.6
239400;231.2
239500;231.8
239600;232.5
239700;233.1
239800;233.7
239900;238.6
240000;242.3
240100;246.1
240200;249.9
240300;253.6
240400;257.4
240500;259.6
240600;260.0
240700;259.4
240800;255.1
240900;247.0
241000;241.7
241100;237.7
241200;236.1
241300;235.0
241400;234.5
241500;245.0
241600;259.5
241700;268.0
241800;271.9
241900;274.9
242000;291.2
242100;310.8
242200;313.4
242300;334.0
242400;348.7
242500;351.0
242600;352.6
242700;357.2
242800;359.7
242900;361.9
243000;366.9
243100;374.7
243200;376.4
243300;385.1
243400;390.3
243500;391.9
243600;380.8
243700;371.9
243800;364.9
243900;355.4
244000;350.6
244100;347.3
244200;343.1
244300;338.9
244400;337.5
244500;338.0
244600;336.0
244700;331.2
244800;327.5
244900;328.5
245000;320.3
245100;308.1
245200;298.1
245300;289.5
245400;280.8
245500;272.2
245600;265.6
245700;262.3
245800;260.7
245900;262.6
246000;261.4
246100;260.7
246200;277.8
246300;304.5
246400;313.8
246500;314.3
246600;313.2
246700;316.7
246800;321.2
246900;325.5
247000;330.8
247100;336.1
247200;339.9
247300;344.5
247400;349.8
247500;356.0
247600;358.0
247700;356.6
247800;360.4
247900;362.3
248000;364.0
248100;365.2
248200;368.0
248300;368.0
248400;367.3
248500;366.3
248600;368.6
248700;371.8
248800;376.1
248900;385.7
249000;396.4
249100;402.7
249200;414.5
249300;424.6
249400;433.2
249500;441.6
249600;448.0
249700;449.7
249800;451.4
249900;458.4
250000;467.2
250100;473.0
250200;472.1
250300;461.4
250400;455.8
250500;452.2
250600;446.7
250700;446.0
250800;448.1
250900;450.6
251000;453.5
251100;460.4
251200;459.0
251300;459.9
251400;463.3
251500;464.7
251600;468.4
251700;469.1
251800;468.5
251900;467.4
252000;471.0
252100;466.4
252200;458.5
252300;447.9
252400;444.0
252500;441.0
252600;441.5
252700;444.1
252800;445.9
252900;444.6
253000;443.3
253100;442.0
253200;440.3
253300;439.9
253400;442.3
253500;446.0
253600;446.7
253700;447.0
253800;450.1
253900;454.4
254000;457.1
254100;462.0
254200;464.1
254300;473.3
254400;482.3
254500;482.6
254600;480.0
254700;481.7
254800;481.3
254900;480.4
255000;478.6
255100;476.7
255200;476.0
255300;473.2
255400;470.0
255500;467.4
255600;474.6
255700;479.7
255800;483.5
255900;480.9
256000;473.1
256100;462.7
256200;452.0
256300;441.4
256400;439.4
256500;429.0
256600;446.7
256700;446.0
256800;443.1
256900;441.0
257000;429.9
257100;423.4
257200;442.4
257300;451.5
257400;443.1
257500;443.9
257600;450.8
257700;448.1
257800;430.6
257900;422.0
258000;416.4
258100;419.7
258200;423.3
258300;424.3
258400;423.0
258500;425.5
258600;426.4
258700;429.0
258800;433.3
258900;431.8
259000;431.7
259100;436.5
259200;438.6
259300;442.3
259400;455.0
259500;455.2
259600;463.1
259700;464.4
259800;472.3
259900;479.6
260000;483.7
260100;489.3
260200;489.9
260300;489.1
260400;493.2
260500;504.9
260600;512.7
260700;506.0
260800;501.0
260900;497.9
261000;494.9
261100;491.1
261200;483.0
261300;474.4
261400;467.5
261500;457.1
261600;446.7
261700;441.0
261800;436.3
261900;430.4
262000;431.9
262100;430.0
262200;428.6
262300;435.1
262400;438.5
262500;431.9
262600;421.1
262700;412.5
262800;411.8
262900;416.4
263000;421.6
263100;426.8
263200;428.3
263300;428.7
263400;430.6
263500;438.0
263600;442.3
263700;446.3
263800;453.6
263900;456.9
264000;458.0
264100;461.7
264200;474.1
264300;485.2
264400;490.8
264500;488.0
264600;472.1
264700;456.5
264800;443.5
264900;437.4
265000;429.6
265100;431.5
265200;434.9
265300;440.6
265400;463.3
265500;482.2
265600;490.8
265700;505.4
265800;511.6
265900;519.9
266000;523.0
266100;524.9
266200;525.0
266300;532.9
266400;532.5
266500;530.5
266600;531.8
266700;530.6
266800;527.3
266900;522.1
267000;519.9
267100;523.9
267200;534.4
267300;545.4
267400;556.4
267500;563.3
267600;562.5
267700;558.1
267800;553.5
267900;553.4
268000;554.0
268100;552.6
268200;550.4
268300;554.3
268400;561.8
268500;559.4
268600;555.8
268700;549.4
268800;546.0
268900;540.3
269000;535.3
269100;531.9
269200;526.8
269300;520.9
269400;515.1
269500;509.9
269600;504.6
269700;499.2
269800;493.8
269900;488.2
270000;475.1
270100;472.6
270200;476.2
270300;474.7
270400;469.4
270500;476.2
270600;478.6
270700;478.0
270800;478.0
270900;476.3
271000;483.7
271100;489.2
271200;493.1
271300;500.2
271400;509.4
271500;525.6
271600;542.6
271700;548.2
271800;564.0
271900;577.8
272000;583.7
272100;577.7
272200;579.0
272300;578.7
272400;574.5
272500;568.7
272600;564.4
272700;559.5
272800;555.7
272900;551.6
273000;548.3
273100;546.0
273200;542.6
273300;549.2
273400;558.3
273500;553.5
273600;554.0
273700;553.6
273800;552.3
273900;552.9
274000;554.1
274100;554.0
274200;556.3
274300;559.8
274400;564.1
274500;565.0
274600;564.8
274700;567.6
274800;562.0
274900;559.4
275000;563.7
275100;564.0
275200;564.3
275300;560.2
275400;560.6
275500;562.5
275600;567.7
275700;569.3
275800;570.9
275900;572.6
276000;583.2
276100;591.0
276200;590.6
276300;588.7
276400;588.0
276500;587.2
276600;586.3
276700;582.3
276800;573.5
276900;557.1
277000;542.0
277100;532.5
277200;519.9
277300;505.7
277400;498.6
277500;502.2
277600;499.0
277700;494.1
277800;492.0
277900;491.7
278000;493.4
278100;501.0
278200;501.0
278300;505.2
278400;509.7
278500;515.7
278600;525.3
278700;535.4
278800;538.3
278900;533.1
279000;543.1
279100;548.5
279200;551.3
279300;547.8
279400;552.7
279500;552.4
279600;537.9
279700;529.8
279800;514.2
279900;491.9
280000;472.1
280100;455.7
280200;456.4
280300;450.5
280400;454.7
280500;451.9
280600;431.8
280700;447.6
280800;423.2
280900;397.3
281000;373.6
281100;368.4
281200;361.7
281300;358.0
281400;358.3
281500;364.8
281600;380.2
281700;390.8
281800;414.0
281900;417.9
282000;416.2
282100;421.5
282200;420.7
282300;419.8
282400;424.5
282500;429.7
282600;431.5
282700;424.5
282800;414.5
282900;419.2
283000;416.0
283100;410.9
283200;387.5
283300;383.3
283400;370.5
283500;352.0
283600;326.6
283700;305.0
283800;296.9
283900;288.9
284000;283.6
284100;275.0
284200;282.0
284300;293.3
284400;298.7
284500;304.0
284600;309.7
284700;318.9
284800;325.4
284900;333.8
285000;341.5
285100;347.5
285200;352.2
285300;359.7
285400;372.6
285500;394.3
285600;416.8
285700;434.5
285800;435.3
285900;419.9
286000;435.2
286100;447.3
286200;465.5
286300;495.1
286400;496.1
286500;497.5
286600;495.1
286700;484.2
286800;479.4
286900;468.4
287000;455.2
287100;443.9
287200;435.6
287300;428.4
287400;429.3
287500;427.7
287600;417.4
287700;401.9
287800;380.3
287900;390.7
288000;401.2
288100;409.6
288200;416.4
288300;422.3
288400;417.7
288500;411.7
288600;408.0
288700;405.3
288800;406.2
288900;407.6
289000;410.1
289100;407.6
289200;399.3
289300;391.0
289400;382.8
289500;379.5
289600;383.2
289700;386.8
289800;390.9
289900;399.1
290000;407.2
290100;415.4
290200;425.7
290300;435.9
290400;446.2
290500;456.4
290600;457.1
290700;449.1
290800;432.5
290900;417.3
291000;397.1
291100;380.9
291200;350.3
291300;322.4
291400;300.9
291500;280.3
291600;272.9
291700;270.2
291800;273.5
291900;276.1
292000;277.5
292100;278.0
292200;278.7
292300;277.1
292400;275.0
292500;274.4
292600;277.8
292700;280.0
292800;284.6
292900;293.5
293000;308.5
293100;326.7
293200;344.3
293300;358.5
293400;364.6
293500;370.0
293600;373.8
293700;372.9
293800;372.3
293900;372.8
294000;378.0
294100;383.9
294200;387.8
294300;381.6
294400;378.1
294500;377.3
294600;377.9
294700;378.6
294800;385.3
294900;394.0
295000;404.7
295100;415.8
295200;426.1
295300;436.3
295400;437.0
295500;434.2
295600;422.4
295700;416.8
295800;415.0
295900;415.0
296000;414.0
296100;413.0
296200;409.4
296300;404.0
296400;393.4
296500;387.5
296600;383.0
296700;380.8
296800;373.0
296900;366.9
297000;358.5
297100;364.5
297200;370.8
297300;374.8
297400;387.1
297500;398.6
297600;407.6
297700;406.4
297800;407.3
297900;406.9
298000;406.0
298100;403.7
298200;405.5
298300;407.8
298400;407.4
298500;405.9
298600;403.8
298700;408.0
298800;411.0
298900;410.1
299000;409.0
299100;409.5
299200;409.9
299300;410.7
299400;412.8
299500;412.0
299600;411.0
299700;409.9
299800;408.9
299900;407.9
300000;406.8
300100;405.8
300200;404.7
300300;403.7
300400;403.0
300500;403.3
300600;403.8
300700;403.0
300800;400.6
300900;399.8
301000;396.9
301100;396.4
301200;396.9
301300;396.0
301400;396.0
301500;395.4
301600;394.4
301700;398.5
301800;401.9
301900;400.3
302000;395.2
302100;388.3
302200;381.5
302300;376.4
302400;373.0
302500;373.0
302600;373.6
302700;374.0
302800;375.0
302900;376.0
303000;378.0
303100;376.8
303200;374.8
303300;374.0
303400;373.0
303500;371.8
303600;367.7
303700;363.6
303800;357.0
303900;346.0
304000;343.8
304100;341.0
304200;349.6
304300;347.4
304400;345.2
304500;344.5
304600;342.9
304700;338.1
304800;332.3
304900;325.9
305000;325.7
305100;330.8
305200;329.8
305300;328.2
305400;325.7
305500;324.1
305600;324.9
305700;325.9
305800;331.1
305900;335.6
306000;341.5
306100;348.2
306200;356.4
306300;364.6
306400;366.9
306500;368.9
306600;371.0
306700;367.8
306800;366.0
306900;365.1
307000;360.3
307100;353.1
307200;347.0
307300;346.2
307400;347.0
307500;347.0
307600;345.6
307700;342.3
307800;343.7
307900;345.5
308000;348.4
308100;355.4
308200;363.6
308300;370.8
308400;374.4
308500;377.4
308600;380.0
308700;382.7
308800;383.6
308900;383.0
309000;382.4
309100;382.2
309200;382.8
309300;383.3
309400;383.9
309500;384.7
309600;386.1
309700;387.6
309800;389.3
309900;393.2
310000;397.5
310100;401.0
310200;401.0
310300;403.8
310400;402.7
310500;403.6
310600;403.9
310700;406.7
310800;412.4
310900;420.3
311000;428.9
311100;437.4
311200;445.5
311300;454.3
311400;463.7
311500;468.8
311600;472.2
311700;473.6
311800;468.4
311900;461.7
312000;452.6
312100;445.4
312200;438.2
312300;425.5
312400;406.3
312500;393.6
312600;381.0
312700;369.5
312800;363.7
312900;361.0
313000;359.3
313100;351.0
313200;343.2
313300;340.0
313400;337.2
313500;336.0
313600;331.6
313700;327.2
313800;325.3
313900;322.6
314000;320.2
314100;323.5
314200;327.3
314300;330.2
314400;336.0
314500;335.4
314600;335.0
314700;336.6
314800;334.4
314900;332.0
315000;329.7
315100;326.2
315200;327.8
315300;328.4
315400;325.5
315500;327.9
315600;337.0
315700;343.2
315800;345.2
315900;346.0
316000;346.5
316100;350.0
316200;354.0
316300;356.1
316400;356.7
316500;355.4
316600;352.3
316700;349.3
316800;348.0
316900;350.0
317000;354.3
317100;361.4
317200;365.9
317300;370.5
317400;374.7
317500;378.5
317600;381.2
317700;380.6
317800;377.7
317900;370.4
318000;364.4
318100;357.0
318200;349.2
318300;342.0
318400;343.0
318500;350.5
318600;355.3
318700;362.9
318800;368.5
318900;373.1
319000;370.2
319100;368.3
319200;366.7
319300;365.3
319400;362.8
319500;355.9
319600;346.5
319700;339.6
319800;339.7
319900;340.5
320000;340.2
320100;337.3
320200;333.4
320300;329.0
320400;327.1
320500;325.0
320600;323.0
320700;323.4
320800;329.1
320900;333.1
321000;337.5
321100;340.7
321200;343.9
321300;345.0
321400;345.0
321500;346.5
321600;349.0
321700;351.0
321800;353.0
321900;355.6
322000;359.2
322100;363.4
322200;364.9
322300;368.3
322400;370.4
322500;369.9
322600;367.8
322700;365.7
322800;365.0
322900;365.0
323000;365.0
323100;366.3
323200;366.2
323300;363.9
323400;363.5
323500;363.1
323600;370.9
323700;383.6
323800;391.5
323900;398.7
324000;404.3
324100;409.5
324200;414.8
324300;420.0
324400;425.2
324500;431.5
324600;436.2
324700;441.1
324800;433.3
324900;420.3
325000;410.1
325100;399.9
325200;391.3
325300;385.9
325400;385.4
325500;384.6
325600;382.4
325700;380.5
325800;378.8
325900;377.1
326000;377.7
326100;374.5
326200;376.0
326300;376.0
326400;377.4
326500;375.3
326600;371.1
326700;372.3
326800;375.9
326900;379.5
327000;384.6
327100;390.5
327200;392.6
327300;393.3
327400;392.5
327500;390.0
327600;388.7
327700;392.2
327800;395.9
327900;400.0
328000;404.0
328100;403.6
328200;400.7
328300;399.2
328400;401.3
328500;405.9
328600;412.8
328700;419.1
328800;420.3
328900;416.3
329000;402.8
329100;395.0
329200;392.2
329300;388.0
329400;388.0
329500;388.6
329600;387.0
329700;388.9
329800;391.1
329900;393.2
330000;395.2
330100;397.3
330200;394.4
330300;396.2
330400;401.9
330500;405.1
330600;408.6
330700;412.4
330800;416.6
330900;420.6
331000;419.0
331100;423.0
331200;427.2
331300;431.4
331400;435.7
331500;438.6
331600;437.3
331700;434.3
331800;435.4
331900;431.5
332000;424.7
332100;412.0
332200;395.2
332300;383.9
332400;375.8
332500;374.2
332600;372.6
332700;371.1
332800;359.0
332900;355.4
333000;356.0
333100;357.2
333200;356.7
333300;353.8
333400;353.4
333500;353.0
333600;347.3
333700;345.3
333800;348.3
333900;347.2
334000;347.5
334100;351.1
334200;352.7
334300;353.5
334400;353.4
334500;352.2
334600;351.0
334700;347.6
334800;344.6
334900;348.1
335000;352.7
335100;351.6
335200;350.0
335300;350.4
335400;355.0
335500;356.7
335600;355.4
335700;354.0
335800;352.6
335900;351.3
336000;349.9
336100;348.5
336200;348.5
336300;349.6
336400;350.4
336500;354.2
336600;356.8
336700;355.6
336800;348.6
336900;340.2
337000;335.6
337100;335.3
337200;336.4
337300;334.7
337400;333.0
337500;334.5
337600;334.3
337700;333.7
337800;335.4
337900;342.1
338000;346.0
338100;352.0
338200;355.9
338300;362.5
338400;370.3
338500;378.8
338600;391.7
338700;405.4
338800;421.4
338900;446.7
339000;477.1
339100;483.9
339200;488.7
339300;493.2
339400;498.8
339500;497.2
339600;495.7
339700;493.3
339800;485.5
339900;480.6
340000;475.7
340100;470.9
340200;468.1
340300;460.1
340400;451.9
340500;444.9
340600;427.1
340700;400.7
340800;385.6
340900;383.5
341000;378.5
341100;374.2
341200;371.9
341300;367.3
341400;367.0
341500;366.4
341600;364.6
341700;362.8
341800;361.1
341900;371.4
342000;379.2
342100;384.8
342200;386.1
342300;377.3
342400;371.7
342500;370.0
342600;371.6
342700;372.0
342800;369.1
342900;370.4
343000;372.7
343100;376.2
343200;378.4
343300;380.2
343400;380.6
343500;375.7
343600;374.0
343700;375.0
343800;375.8
343900;377.4
344000;379.2
344100;381.1
344200;381.9
344300;382.7
344400;383.5
344500;384.3
344600;384.6
344700;382.5
344800;384.5
344900;386.8
345000;387.0
345100;387.0
345200;387.0
345300;394.1
345400;403.5
345500;418.5
345600;439.2
345700;446.9
345800;452.1
345900;459.9
346000;465.4
346100;462.0
346200;459.1
346300;456.5
346400;453.6
346500;448.9
346600;438.6
346700;430.2
346800;423.7
346900;408.7
347000;393.3
347100;380.5
347200;376.9
347300;366.6
347400;358.7
347500;361.2
347600;366.0
347700;371.3
347800;374.6
347900;373.3
348000;369.0
348100;365.4
348200;367.9
348300;370.5
348400;373.1
348500;373.3
348600;370.6
348700;368.1
348800;367.0
348900;367.0
349000;365.2
349100;365.5
349200;366.3
349300;368.0
349400;369.0
349500;370.0
349600;370.0
349700;371.6
349800;373.0
349900;374.2
350000;374.4
350100;374.7
350200;375.0
350300;373.6
350400;372.0
350500;370.0
350600;367.6
350700;366.3
350800;366.1
350900;363.3
351000;360.1
351100;358.0
351200;359.0
351300;359.1
351400;359.7
351500;360.4
351600;360.7
351700;358.8
351800;359.6
351900;359.0
352000;359.9
352100;363.1
352200;363.9
352300;363.3
352400;360.7
352500;360.6
352600;362.8
352700;364.8
352800;363.1
352900;364.0
353000;371.4
353100;376.9
353200;385.8
353300;391.3
353400;395.8
353500;400.9
353600;408.4
353700;415.8
353800;423.3
353900;430.7
354000;436.6
354100;435.5
354200;426.4
354300;421.7
354400;416.0
354500;411.5
354600;411.3
354700;414.4
354800;414.2
354900;412.7
355000;408.9
355100;408.6
355200;408.4
355300;408.1
355400;406.8
355500;404.0
355600;397.8
355700;391.0
355800;384.7
355900;383.1
356000;382.2
356100;381.3
356200;383.1
356300;383.6
356400;381.3
356500;379.1
356600;380.5
356700;377.5
356800;372.5
356900;368.5
357000;362.4
357100;364.8
357200;361.8
357300;356.6
357400;351.4
357500;350.9
357600;350.0
357700;350.0
357800;350.0
357900;352.3
358000;354.4
358100;353.7
358200;351.3
358300;351.0
358400;350.1
358500;348.8
358600;348.0
358700;350.3
358800;352.2
358900;354.1
359000;356.6
359100;354.3
359200;350.5
359300;348.7
359400;351.4
359500;357.2
359600;360.9
359700;364.3
359800;362.9
359900;361.7
360000;359.2
360100;359.8
360200;361.3
360300;362.7
360400;362.8
360500;364.8
360600;366.8
360700;368.0
360800;368.2
360900;369.0
361000;368.1
361100;370.5
361200;372.8
361300;375.4
361400;378.0
361500;378.0
361600;376.8
361700;375.7
361800;375.4
361900;375.1
362000;377.7
362100;378.0
362200;378.2
362300;378.6
362400;379.0
362500;377.0
362600;375.0
362700;373.0
362800;371.9
362900;371.0
363000;371.0
363100;373.9
363200;378.1
363300;382.1
363400;385.7
363500;386.0
363600;387.2
363700;386.7
363800;383.0
363900;379.4
364000;378.3
364100;377.5
364200;376.2
364300;375.4
364400;374.2
364500;373.0
364600;372.3
364700;370.9
364800;369.0
364900;369.0
365000;369.1
365100;369.7
365200;370.0
365300;370.0
365400;371.1
365500;372.9
365600;373.8
365700;371.0
365800;370.7
365900;372.6
366000;377.7
366100;377.0
366200;378.9
366300;378.6
366400;378.1
366500;380.6
366600;379.3
366700;378.0
366800;376.7
366900;375.5
367000;375.0
367100;374.0
367200;374.0
367300;375.4
367400;378.0
367500;379.9
367600;382.8
367700;383.9
367800;381.9
367900;379.1
368000;373.5
368100;367.6
368200;367.3
368300;369.8
368400;372.3
368500;374.5
368600;375.5
368700;373.5
368800;373.4
368900;374.4
369000;375.0
369100;371.7
369200;369.9
369300;367.4
369400;371.4
369500;373.1
369600;375.1
369700;376.3
369800;376.7
369900;376.1
370000;372.9
370100;370.7
370200;378.2
370300;383.3
370400;387.8
370500;389.6
370600;394.2
370700;395.3
370800;397.1
370900;398.0
371000;400.1
371100;402.2
371200;404.9
371300;407.0
371400;406.2
371500;405.2
371600;406.2
371700;404.9
371800;400.3
371900;393.9
372000;393.4
372100;393.2
372200;396.5
372300;398.2
372400;395.2
372500;392.1
372600;389.7
372700;389.0
372800;390.0
372900;395.4
373000;400.6
373100;405.8
373200;410.2
373300;413.0
373400;412.1
373500;413.1
373600;414.0
373700;414.9
373800;413.8
373900;411.6
374000;409.5
374100;411.0
374200;413.4
374300;415.9
374400;417.5
374500;416.2
374600;413.6
374700;408.8
374800;403.3
374900;397.3
375000;387.6
375100;379.5
375200;374.8
375300;372.7
375400;370.1
375500;361.9
375600;354.5
375700;348.6
375800;343.4
375900;343.7
376000;342.8
376100;341.6
376200;337.3
376300;333.4
376400;331.2
376500;329.3
376600;334.7
376700;340.0
376800;349.5
376900;353.9
377000;361.2
377100;368.3
377200;365.7
377300;363.0
377400;360.0
377500;357.1
377600;355.0
377700;352.7
377800;350.4
377900;348.1
378000;346.1
378100;346.8
378200;348.0
378300;347.0
378400;347.0
378500;348.2
378600;349.7
378700;350.9
378800;350.3
378900;350.2
379000;355.1
379100;356.1
379200;356.5
379300;356.9
379400;356.5
379500;355.2
379600;343.9
379700;335.1
379800;334.9
379900;336.0
380000;335.2
380100;334.3
380200;333.3
380300;331.6
380400;330.0
380500;330.1
380600;331.2
380700;333.2
380800;338.5
380900;340.5
381000;334.6
381100;332.7
381200;330.5
381300;329.0
381400;330.6
381500;331.4
381600;332.0
381700;331.0
381800;332.0
381900;333.7
382000;340.0
382100;341.0
382200;346.0
382300;353.4
382400;351.5
382500;349.0
382600;346.8
382700;343.2
382800;337.9
382900;335.3
383000;334.6
383100;334.2
383200;339.8
383300;342.7
383400;344.9
383500;343.8
383600;340.6
383700;338.6
383800;338.0
383900;335.1
384000;331.9
384100;328.8
384200;325.7
384300;317.6
384400;312.3
384500;309.4
384600;308.5
384700;309.5
384800;310.4
384900;311.0
385000;311.0
385100;310.8
385200;310.4
385300;310.1
385400;310.5
385500;311.0
385600;311.0
385700;311.0
385800;310.5
385900;309.0
386000;308.2
386100;307.7
386200;308.0
386300;308.0
386400;307.0
386500;306.4
386600;306.7
386700;306.8
386800;306.5
386900;306.2
387000;306.0
387100;305.2
387200;305.0
387300;304.6
387400;304.0
387500;305.6
387600;307.0
387700;306.0
387800;307.7
387900;308.2
388000;308.5
388100;308.0
388200;307.8
388300;307.6
388400;307.4
388500;307.2
388600;307.0
388700;306.2
388800;307.0
388900;306.6
389000;305.0
389100;305.0
389200;305.0
389300;303.3
389400;301.5
389500;300.8
389600;300.6
389700;300.4
389800;300.2
389900;300.0
390000;300.0
390100;299.7
390200;299.0
390300;298.0
390400;296.3
390500;296.0
390600;295.9
390700;294.3
390800;293.6
390900;292.7
391000;291.5
391100;290.3
391200;289.0
391300;288.7
391400;287.9
391500;287.0
391600;286.0
391700;286.0
391800;286.0
391900;285.5
392000;284.2
392100;283.2
392200;281.4
392300;281.0
392400;281.0
392500;281.2
392600;281.5
392700;280.5
392800;279.2
392900;279.4
393000;276.3
393100;274.4
393200;273.4
393300;270.6
393400;271.4
393500;272.9
393600;271.2
393700;270.2
393800;269.2
393900;267.3
394000;266.7
394100;265.8
394200;264.4
394300;264.0
394400;262.9
394500;261.7
394600;260.9
394700;260.1
394800;259.3
394900;258.3
395000;257.2
395100;256.3
395200;255.4
395300;254.7
395400;254.2
395500;254.6
395600;253.7
395700;253.0
395800;253.0
395900;253.2
396000;253.7
396100;253.7
396200;253.0
396300;253.0
396400;252.4
396500;252.3
396600;252.4
396700;252.0
